"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"ZCDG4","2012-01-09T10:00:00","22.60","-78.40",,,"1","6","0","0","2","4",,"1",,"0","70","3","103",,"98","2","0","10183","7","15","0","220","0","195",,"183","1","270","3",,,,"A",,,,"3","2","7","7","2","242","28","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDP8","2012-01-09T10:00:00","22.40","-72.30",,,"1","6","0","0","2","4",,"1",,"0","40","3","144",,"98","1","0","10182","7","10","0","232","0","186",,"156","1","260","2","2","1",,"5","0","0",,"3","3","5","3","4","242","22","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDY2","2012-01-09T10:00:00","25.00","-79.00",,,"1","6","0","0","4","4",,"1",,"0","310","4","87",,"98","2","0","10216","1","6","0","218","0","180",,"155","1","240","0","0","0",,"9","0","0",,"1","1","7","3","2","242","59","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","0",,"0",,,,,,,,,,,"4",,,,,,,,,,,,
"41611","2012-01-09T10:10:00","26.76","-76.41",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"236",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-09T10:10:00","28.71","-70.95",,,"1","3","2","5",,,,"3",,,,,,,,,,"10218",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-09T10:12:00","23.36","-72.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","32","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-09T10:12:00","27.44","-77.53",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"238",,,,,,,,,,,,,,"242","77","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T10:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"10","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-09T10:20:00","29.09","-73.40",,,"1","3","2","5",,,,"3",,,,,,,,,,"10230",,,"3",,,,,,,"222",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-09T10:20:00","27.04","-73.00",,,"1","3","2","5",,,,"3",,,,,,,,,,"10210",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-09T10:20:00","22.24","-70.96",,,"1","3","2","5",,,,"3",,,,,,,,,,"10192",,,"3",,,,,,,"255",,,,,,,,,,,,,,"242","20","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-09T10:30:00","28.77","-71.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10224",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","81","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T10:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"11","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T10:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"11","10","2",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T11:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","110","1","30",,,,,"10228",,,"9","211",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T11:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","40","1","60",,,,,"10221",,,"9","217",,,,,"1","245",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6VG7","2012-01-09T11:00:00","25.90","-78.20",,,"1","6","0","0","3","4",,"1",,"0","100","4","72",,"98",,"2","10210","2","7","3","211","0","154",,"120","1","270","6","6","2",,"5","8","A",,"2","2","4",,,"242","58","992","114","5","1","2","1","111111","111A1111111171",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"PBWQ","2012-01-09T11:00:00","25.50","-76.40",,,"1","6","0","0","3","3",,"1",,"0","70","4","103",,"98","2","0","10219","4","0","0","216",,,,"140","1","242","3","3","2",,"5","A","A",,"4","3",,,,"242","56","992","114","5","1","2","1","111111","1111111A1111A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-09T11:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","69","8","50",,,,,"10226",,,"0","202",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZCDG4","2012-01-09T11:00:00","22.50","-78.00",,,"1","6","0","0","2","4",,"1",,"0","70","3","129",,"98","2","0","10183","6","10","0","210","0","185",,"172","1","270","3",,,,"A",,,,"3","2","7","7","2","242","28","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDP8","2012-01-09T11:00:00","22.30","-72.00",,,"1","6","0","0","3","4",,"1",,"0","50","3","139",,"98","2","0","10189","5","7","0","232","0","179",,"143","1","260","3","3","1",,"6","0","0",,"3","3","5","3","4","242","22","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"41945","2012-01-09T11:10:00","28.71","-70.95",,,"1","3","2","5",,,,"3",,,,,,,,,,"10221",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T11:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"11","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-09T11:20:00","29.12","-73.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10231",,,"3",,,,,,,"222",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-09T11:20:00","27.04","-73.00",,,"1","3","2","5",,,,"3",,,,,,,,,,"10214",,,"3",,,,,,,"217",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-09T11:20:00","22.24","-70.96",,,"1","3","2","5",,,,"3",,,,,,,,,,"10196",,,"3",,,,,,,"255",,,,,,,,,,,,,,"242","20","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-09T11:30:00","28.76","-71.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10226",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","81","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-09T11:40:00","27.62","-75.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10226",,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","75","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-09T11:48:00","27.44","-77.53",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"238",,,,,,,,,,,,,,"242","77","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-09T11:49:00","26.77","-76.43",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"236",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T11:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","126","8","21",,,,,"10232",,,"0","211",,,,,,"230",,,,,,,,,"11","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T11:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","42","8","66",,,,,"10224",,,"0","216",,,,,,"245",,,,,,,,"11","10","2",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T12:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","130","1","20",,,,,"10232",,,"9","211",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T12:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","40","1","70",,,,,"10224",,,"9","216",,,,,"1","245",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8IN7","2012-01-09T12:00:00","29.60","-74.60",,,"1","6","0","0","8","4",,"1","NL","0","110","4","26","0","97","2","1","10230","3","10","0","220","0","200","1","189","7","200","4","2","1","0","3","4","5",,"3","4",,,,"242","94","926","112","5","0",,"2","111111","111111111111A1",,,"4","1","8","1","1","0",,,,,,,,,,,,"4",,,"3","11111111111191111110","7",,,,,,,
"C6FM8","2012-01-09T12:00:00","26.30","-78.90",,,"1","6","0","0","2","3",,"1",,"0","70","4","87",,"98",,"1","10220","4","0","0","220","0","180",,"158","1","200","1","1","2",,"8","A","A",,"3","2","36","0","0","242","68","992","114","5","1","2","1","111111","111A1111111111",,,,,,"1","1",,"36","0","0",,,,,,,,,"4",,,,,,,,,,,,
"C6TX6","2012-01-09T12:00:00","29.20","-79.50",,,"1","6","0","0","5","5",,"1",,"0","160","4","41",,"97","2","1","10210","4","0","0","213","0","170",,"144","3","230","3","3","2",,"6","A","A",,"0","0","38","0","0","242","99","992","114","5","1","2","1","111111","11111111111131",,,,,,"1","1",,"38","0","0",,,,,,,,,"4",,,,,,,,,,,,
"C6UZ7","2012-01-09T12:00:00","26.00","-76.40",,,"1","5","0","0","3","4",,"1",,"0","70","3","93",,,,,"10210","4",,"0","210","0","180",,"164","1","240",,,,,"A",,,,,,,,,"242","66","992","114","5","1","2","2","111111","11AAA111118AA7",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"KS007","2012-01-09T12:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10177",,,"0","218",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","1","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-09T12:00:00","21.60","-71.20",,,"1","6","0","0","3","3",,"1",,"0","350","4","118",,"98","2","1","10182","6","0","0","240",,,,,"1","270","6","6","5",,"6","3","3",,"4","4","23","4","4","242","11","992","114","5","1","2","2","11121F","1111111AA11117",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-09T12:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","88","8","58",,,,,"10224",,,"0","204",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VQKZ6","2012-01-09T12:00:00","22.50","-74.60",,,"1","6","0","0","8","4",,"1",,"0","30","3","62",,"97","3","0","10187","3","7","0","239","0","194",,"166","0","208","3","3","2",,"5","0","0",,"4","2","3","7","4","242","24","992","114","5","1","2","2","411111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WZJC","2012-01-09T12:00:00","23.00","-79.30",,,"1","6","0","0","3","2",,"1",,"0","80","3","87",,"98","3","2","10190","2","9","3","228","0","194",,"180","1","250","7","7","2",,"3","3","A",,"3","2","11","5","4","242","39","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDG4","2012-01-09T12:00:00","22.40","-77.80",,,"1","6","0","0","3","4",,"1",,"0","70","3","154",,"98","2","0","10192","5","0","0","210","0","185",,"172","1","270","4","2","1",,"4","4","4",,"3","2","9","5","2","242","27","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"31781","2012-01-09T12:03:00","23.36","-72.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","32","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-09T12:04:00","26.77","-76.43",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-09T12:10:00","28.72","-70.94",,,"1","3","2","5",,,,"3",,,,,,,,,,"10225",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","80","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-09T12:10:00","22.25","-70.94",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T12:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","138","8","17",,,,,"10234",,,"0","211",,,,,,"230",,,,,,,,,"10","1",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-09T12:20:00","29.13","-73.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10235",,,"3",,,,,,,"222",,,,,,,,,,,,,,"242","93","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-09T12:20:00","27.04","-72.98",,,"1","3","2","5",,,,"3",,,,,,,,,,"10216",,,"3",,,,,,,"217",,,,,,,,,,,,,,"242","72","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-09T12:30:00","28.75","-71.56",,,"1","3","2","5",,,,"3",,,,,,,,,,"10229",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","81","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-09T12:36:00","23.36","-72.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","32","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-09T12:40:00","27.62","-75.67",,,"1","3","2","5",,,,"3",,,,,,,,,,"10232",,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-09T12:42:00","27.46","-77.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"238",,,,,,,,,,,,,,"242","77","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-09T12:42:00","26.77","-76.44",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T12:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"10","1",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T12:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"10","9","2",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T13:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","110","1","10",,,,,"10236",,,"9","214",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T13:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","40","1","70",,,,,"10229",,,"9","218",,,,,"1","245",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-09T13:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","89","8","54",,,,,"10228",,,"0","206",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-09T13:10:00","28.72","-70.95",,,"1","3","2","5",,,,"3",,,,,,,,,,"10231",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","80","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-09T13:10:00","22.25","-70.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10207",,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T13:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"10","1",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-09T13:20:00","29.14","-73.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10242",,,"3",,,,,,,"222",,,,,,,,,,,,,,"242","93","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-09T13:20:00","27.04","-72.98",,,"1","3","2","5",,,,"3",,,,,,,,,,"10222",,,"3",,,,,,,"217",,,,,,,,,,,,,,"242","72","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-09T13:30:00","28.75","-71.54",,,"1","3","2","5",,,,"3",,,,,,,,,,"10237",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","81","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-09T13:37:00","27.46","-77.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"238",,,,,,,,,,,,,,"242","77","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-09T13:40:00","27.62","-75.66",,,"1","3","2","5",,,,"3",,,,,,,,,,"10234",,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-09T13:44:00","26.78","-76.45",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-09T13:45:00","27.47","-77.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"238",,,,,,,,,,,,,,"242","77","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T13:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"10","1",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T13:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"6","7","2",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-09T14:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","130","1","20",,,,,"10240",,,"9","217",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-09T14:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","40","1","70",,,,,"10239",,,"9","220",,,,,"1","245",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HJC9","2012-01-09T14:00:00","25.10","-75.50",,,"1","6","0","0","7","5",,"1",,"0","50","4","154",,"97",,"2","10210","4",,"0","220",,,,,"3","240","8","8","2",,"7","A","A",,"3","3","38","3","3","242","55","992","114","5","1","2","2","11111F","111A111AA11117",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-09T14:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","86","8","58",,,,,"10235",,,"0","206",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-09T14:08:00","26.76","-76.46",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-09T14:10:00","28.74","-70.93",,,"1","3","2","5",,,,"3",,,,,,,,,,"10241",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","80","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-09T14:10:00","22.26","-70.91",,,"1","3","2","5",,,,"3",,,,,,,,,,"10211",,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-09T14:11:00","23.38","-72.83",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","32","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
